ID_Cliente,grupo_edad,region,nivel_ingresos,horas_conectado,clics_en_productos,uso_cupones,compra_realizada,total_compra
CL02413,36-45,Áncash,medio,2.55,1,1,0,0.0
CL02414,36-45,Áncash,bajo,0.94,7,1,0,0.0
CL02415,36-45,Lambayeque,medio,1.51,3,2,1,373.06
CL02416,60+,Apurímac,alto,2.89,7,4,1,849.39
CL02417,26-35,Pasco,alto,1.23,4,4,0,0.0
CL02418,46-60,Lima,medio,2.45,9,1,1,741.14
CL02419,60+,Amazonas,medio,1.1,6,0,0,0.0
CL02420,46-60,Áncash,bajo,3.03,4,0,1,280.26
CL02421,46-60,Lima,alto,3.16,4,1,1,338.96
CL02422,26-35,Pasco,bajo,3.73,4,2,0,0.0
CL02423,36-45,Lima,medio,3.75,13,0,0,0.0
CL02424,26-35,Lima,bajo,2.77,4,1,0,0.0
CL02425,60+,Pasco,medio,0.74,4,0,1,989.98
CL02426,60+,Lima,bajo,2.5,0,1,0,0.0
CL02427,60+,Cusco,medio,2.96,8,0,1,172.57
CL02428,26-35,Lima,medio,2.62,7,1,1,582.34
CL02429,46-60,Lima,medio,4.16,7,3,1,1273.62
CL02430,46-60,Madre de Dios,bajo,3.8,4,1,0,0.0
CL02431,18-25,Lima,alto,2.53,3,2,0,0.0
CL02432,60+,Ucayali,bajo,3.25,5,3,0,0.0
CL02433,46-60,Callao,medio,1.03,2,1,1,523.71
CL02434,18-25,Tumbes,medio,2.69,6,1,1,169.1
CL02435,46-60,Lima,alto,1.24,8,3,0,0.0
CL02436,60+,Lima,bajo,2.32,7,0,0,0.0
CL02437,36-45,Arequipa,medio,1.82,6,3,1,1026.93
CL02438,60+,La Libertad,medio,1.85,4,0,0,0.0
CL02439,26-35,Moquegua,alto,1.69,7,0,1,208.04
CL02440,46-60,Loreto,bajo,2.1,3,3,0,0.0
CL02441,46-60,Áncash,medio,1.93,3,2,0,0.0
CL02442,26-35,Lima,bajo,3.13,4,0,0,0.0
CL02443,26-35,Apurímac,bajo,2.24,7,1,0,0.0
CL02444,36-45,Ucayali,bajo,2.45,8,4,0,0.0
CL02445,46-60,San Martín,alto,2.79,7,0,0,0.0
CL02446,46-60,Amazonas,bajo,2.79,4,4,0,0.0
CL02447,36-45,Puno,alto,1.43,5,3,0,0.0
CL02448,18-25,Tacna,bajo,2.24,10,0,0,0.0
CL02449,36-45,Junín,alto,2.74,4,2,1,507.63
CL02450,60+,Madre de Dios,medio,1.62,7,4,1,135.02
CL02451,46-60,Lima,bajo,1.51,7,4,0,0.0
CL02452,26-35,Lima,medio,1.33,5,4,1,338.73
CL02453,60+,Ica,medio,2.7,2,4,0,0.0
CL02454,46-60,Ica,medio,2.21,6,4,1,1263.6
CL02455,36-45,Lambayeque,medio,2.35,2,1,0,0.0
CL02456,60+,Ayacucho,medio,0.72,4,4,0,0.0
CL02457,46-60,Piura,medio,2.57,6,4,0,0.0
CL02458,18-25,Junín,medio,2.62,7,3,0,0.0
CL02459,18-25,La Libertad,medio,2.76,6,1,0,0.0
CL02460,26-35,San Martín,alto,3.94,7,1,0,0.0
CL02461,46-60,Lima,alto,1.74,6,1,0,0.0
CL02462,18-25,Lima,bajo,2.99,4,2,0,0.0
CL02463,36-45,Tumbes,bajo,2.83,4,4,1,309.95
CL02464,46-60,San Martín,medio,2.96,4,3,0,0.0
CL02465,36-45,Cajamarca,medio,2.19,6,1,0,0.0
CL02466,36-45,Lima,bajo,3.26,6,3,0,0.0
CL02467,18-25,Ucayali,bajo,1.77,3,3,1,474.97
CL02468,46-60,Junín,medio,2.03,3,2,1,876.65
CL02469,60+,Junín,medio,2.31,4,0,0,0.0
CL02470,18-25,Callao,bajo,2.27,3,2,0,0.0
CL02471,18-25,Arequipa,alto,2.87,7,0,0,0.0
CL02472,46-60,Madre de Dios,medio,2.76,6,0,0,0.0
CL02473,46-60,Moquegua,medio,2.77,4,0,1,766.09
CL02474,36-45,Ucayali,medio,3.82,1,2,0,0.0
CL02475,46-60,Moquegua,bajo,2.29,7,2,0,0.0
CL02476,36-45,Cusco,medio,3.56,2,1,0,0.0
CL02477,18-25,Áncash,bajo,1.44,6,4,0,0.0
CL02478,26-35,Ucayali,bajo,2.37,6,1,0,0.0
CL02479,60+,Ica,medio,2.43,9,2,0,0.0
CL02480,18-25,Huánuco,bajo,1.19,3,3,0,0.0
CL02481,46-60,San Martín,medio,2.55,10,3,1,316.58
CL02482,60+,Lima,medio,2.62,2,1,0,0.0
CL02483,26-35,Callao,bajo,3.1,4,1,1,189.91
CL02484,26-35,San Martín,bajo,2.98,8,0,0,0.0
CL02485,36-45,Ucayali,medio,1.22,5,0,0,0.0
CL02486,60+,Apurímac,bajo,3.7,8,0,0,0.0
CL02487,36-45,Puno,medio,2.04,6,0,1,627.2
CL02488,18-25,La Libertad,medio,1.9,9,3,0,0.0
CL02489,60+,Lima,alto,2.99,8,4,0,0.0
CL02490,18-25,Tacna,alto,3.35,1,2,1,992.02
CL02491,36-45,Ucayali,medio,2.03,4,0,0,0.0
CL02492,60+,Huancavelica,bajo,2.46,3,1,0,0.0
CL02493,36-45,Callao,medio,3.41,7,2,0,0.0
CL02494,60+,Apurímac,bajo,1.57,4,2,1,186.63
CL02495,36-45,Lima,bajo,0.0,4,2,1,302.55
CL02496,26-35,Amazonas,medio,3.04,6,1,0,0.0
CL02497,36-45,Lambayeque,medio,3.42,3,0,0,0.0
CL02498,26-35,Apurímac,bajo,0.91,6,4,0,0.0
CL02499,36-45,La Libertad,bajo,2.48,7,1,1,495.76
CL02500,60+,Áncash,medio,2.0,8,0,0,0.0
CL02501,60+,Piura,alto,2.63,9,4,1,1914.32
CL02502,60+,Callao,medio,0.43,1,4,1,234.69
CL02503,46-60,Ica,medio,1.23,5,1,0,0.0
CL02504,18-25,Puno,alto,2.95,6,4,0,0.0
CL02505,60+,Madre de Dios,medio,2.37,9,3,1,1101.08
CL02506,26-35,Cusco,medio,4.0,7,3,1,1139.68
CL02507,60+,Apurímac,medio,3.09,3,2,1,769.11
CL02508,46-60,Loreto,bajo,1.54,3,1,1,770.5
CL02509,26-35,La Libertad,medio,3.22,4,0,0,0.0
CL02510,46-60,Moquegua,bajo,4.21,6,4,0,0.0
CL02511,26-35,Lima,medio,2.43,6,1,0,0.0
CL02512,36-45,Junín,medio,2.9,3,2,0,0.0
CL02513,18-25,Lima,bajo,3.33,7,2,0,0.0
CL02514,18-25,Madre de Dios,alto,2.33,5,0,0,0.0
CL02515,46-60,San Martín,bajo,0.38,3,2,0,0.0
CL02516,18-25,Áncash,medio,3.06,7,1,1,1055.74
CL02517,46-60,Lima,medio,3.3,7,2,0,0.0
CL02518,46-60,Áncash,medio,3.96,4,1,0,0.0
CL02519,46-60,Lima,medio,1.4,2,4,1,1074.08
CL02520,18-25,San Martín,medio,1.45,8,4,1,477.7
CL02521,46-60,Junín,alto,1.81,4,4,1,1457.46
CL02522,18-25,Tacna,alto,2.33,5,3,1,246.4
CL02523,46-60,Lima,medio,3.04,5,2,1,559.54
CL02524,60+,Tacna,medio,1.38,2,0,0,0.0
CL02525,46-60,Moquegua,bajo,3.45,3,2,0,0.0
CL02526,26-35,Arequipa,alto,3.4,4,0,0,0.0
CL02527,46-60,Cusco,alto,3.43,2,3,1,1901.81
CL02528,36-45,La Libertad,medio,2.19,1,3,1,985.88
CL02529,46-60,Cajamarca,medio,0.26,4,1,0,0.0
CL02530,26-35,Lima,medio,4.1,4,3,0,0.0
CL02531,26-35,Lima,bajo,1.91,7,4,0,0.0
CL02532,18-25,Tumbes,alto,3.22,7,1,1,548.03
CL02533,60+,Lambayeque,medio,2.62,5,2,0,0.0
CL02534,46-60,Pasco,medio,3.63,3,1,1,1084.37
CL02535,18-25,Tumbes,medio,2.45,6,3,1,778.01
CL02536,60+,San Martín,alto,2.57,4,4,0,0.0
CL02537,46-60,Callao,medio,2.68,5,3,1,963.01
CL02538,36-45,Lima,bajo,2.92,5,2,1,775.0
CL02539,46-60,Junín,medio,1.26,3,4,1,200.45
CL02540,26-35,La Libertad,alto,4.38,2,1,0,0.0
CL02541,26-35,Junín,medio,2.43,4,3,1,403.03
CL02542,36-45,Piura,alto,3.08,4,3,0,0.0
CL02543,18-25,Lima,alto,4.02,2,0,0,0.0
CL02544,60+,Lima,medio,2.49,6,4,0,0.0
CL02545,46-60,Ucayali,medio,1.5,0,0,0,0.0
CL02546,26-35,Áncash,medio,1.47,7,3,1,1023.99
CL02547,18-25,Lima,medio,2.05,6,0,1,191.45
CL02548,36-45,Moquegua,medio,2.83,6,2,0,0.0
CL02549,26-35,Ayacucho,medio,2.94,7,3,1,540.61
CL02550,36-45,Lima,medio,3.63,3,2,0,0.0
CL02551,46-60,Cusco,medio,0.96,3,0,0,0.0
CL02552,60+,Puno,medio,2.72,8,2,1,188.97
CL02553,26-35,Ica,medio,3.12,7,3,0,0.0
CL02554,26-35,Ica,medio,3.08,6,3,1,359.81
CL02555,46-60,Lima,medio,0.08,1,1,1,147.17
CL02556,18-25,Cajamarca,alto,2.13,3,0,0,0.0
CL02557,60+,Huánuco,medio,3.31,7,1,0,0.0
CL02558,26-35,Lambayeque,bajo,1.69,4,3,0,0.0
CL02559,60+,Junín,medio,1.31,4,1,0,0.0
CL02560,26-35,Lima,bajo,3.06,3,3,0,0.0
CL02561,60+,Lima,medio,2.8,1,3,1,161.41
CL02562,36-45,Lima,bajo,2.73,5,3,1,883.05
CL02563,26-35,Lima,alto,1.85,5,0,1,904.47
CL02564,60+,Huánuco,bajo,1.19,7,1,0,0.0
CL02565,18-25,Ayacucho,medio,3.45,4,2,0,0.0
CL02566,36-45,Moquegua,bajo,5.84,5,1,1,265.8
CL02567,36-45,Puno,alto,0.88,6,0,0,0.0
CL02568,18-25,Huancavelica,medio,3.52,5,0,0,0.0
CL02569,60+,Lambayeque,alto,2.33,5,4,0,0.0
CL02570,46-60,Lima,medio,2.82,7,2,1,781.25
CL02571,18-25,Lima,medio,2.44,5,2,0,0.0
CL02572,60+,Lima,alto,4.7,7,4,0,0.0
CL02573,18-25,Áncash,bajo,1.7,1,4,0,0.0
CL02574,18-25,Madre de Dios,medio,1.9,6,1,1,804.23
CL02575,26-35,Áncash,bajo,2.58,5,1,1,462.93
CL02576,60+,Lima,medio,3.07,4,1,0,0.0
CL02577,46-60,Piura,alto,3.83,6,0,0,0.0
CL02578,26-35,Lima,alto,2.99,5,3,1,918.25
CL02579,18-25,Ayacucho,bajo,2.73,1,1,0,0.0
CL02580,18-25,Ucayali,medio,2.06,8,2,0,0.0
CL02581,18-25,San Martín,medio,3.01,7,1,1,426.63
CL02582,60+,Moquegua,bajo,1.79,5,3,0,0.0
CL02583,60+,Lambayeque,bajo,2.7,8,1,0,0.0
CL02584,26-35,Cajamarca,medio,2.28,3,0,0,0.0
CL02585,46-60,Tumbes,alto,1.52,2,3,1,893.75
CL02586,26-35,Lima,medio,4.06,3,0,0,0.0
CL02587,36-45,Puno,medio,1.52,7,0,1,1032.95
CL02588,18-25,Ica,medio,2.11,8,0,1,454.81
CL02589,18-25,Ica,medio,0.92,5,2,1,233.24
CL02590,18-25,Ucayali,alto,2.33,4,4,1,316.05
CL02591,26-35,Lima,medio,2.93,2,4,0,0.0
CL02592,26-35,Ayacucho,bajo,1.59,6,4,0,0.0
CL02593,18-25,Cusco,medio,0.68,6,2,1,556.4
CL02594,26-35,Lima,alto,2.12,7,2,0,0.0
CL02595,60+,Áncash,medio,2.34,7,0,1,1069.73
CL02596,60+,Lima,medio,2.26,1,4,0,0.0
CL02597,26-35,Lambayeque,bajo,4.09,7,4,1,420.22
CL02598,18-25,Moquegua,bajo,2.83,8,1,0,0.0
CL02599,26-35,Junín,alto,2.76,3,3,1,426.97
CL02600,26-35,Ucayali,medio,2.83,8,1,1,850.44
CL02601,26-35,Cajamarca,medio,2.82,7,4,0,0.0
CL02602,36-45,Lima,medio,2.06,5,0,0,0.0
CL02603,60+,Apurímac,alto,1.56,5,0,0,0.0
CL02604,46-60,Madre de Dios,bajo,4.97,1,1,0,0.0
CL02605,46-60,Ucayali,alto,2.35,4,3,0,0.0
CL02606,36-45,Piura,medio,2.52,6,2,0,0.0
CL02607,26-35,Lima,alto,2.55,6,4,1,1222.39
CL02608,36-45,Lima,alto,1.74,4,4,1,1264.52
CL02609,36-45,Piura,medio,2.68,6,4,1,715.77
CL02610,18-25,Tacna,bajo,1.22,3,2,0,0.0
CL02611,60+,Ucayali,bajo,3.22,3,0,0,0.0
CL02612,46-60,La Libertad,medio,2.24,4,3,0,0.0
CL02613,26-35,Ucayali,bajo,3.63,4,0,0,0.0
CL02614,46-60,Ayacucho,bajo,3.02,3,2,0,0.0
CL02615,46-60,Huancavelica,bajo,2.89,4,0,1,962.22
CL02616,60+,Apurímac,medio,1.71,6,0,1,1131.52
CL02617,46-60,Huancavelica,bajo,2.57,3,1,0,0.0
CL02618,46-60,Moquegua,alto,3.26,4,2,1,813.33
CL02619,36-45,Puno,alto,2.62,2,1,1,1140.29
CL02620,60+,Moquegua,medio,1.14,5,2,0,0.0
CL02621,18-25,Lima,medio,3.49,6,4,1,743.06
CL02622,26-35,Lima,medio,3.26,4,1,0,0.0
CL02623,46-60,Loreto,medio,1.0,4,2,1,992.55
CL02624,26-35,La Libertad,medio,2.63,2,4,0,0.0
CL02625,18-25,Piura,medio,3.32,5,3,1,543.44
CL02626,26-35,Lima,medio,1.9,7,4,1,985.11
CL02627,18-25,Loreto,medio,1.17,11,3,1,572.04
CL02628,36-45,Lima,medio,1.43,3,4,1,1190.37
CL02629,46-60,San Martín,medio,2.39,5,3,1,439.2
CL02630,18-25,Huancavelica,bajo,3.43,4,0,0,0.0
CL02631,26-35,La Libertad,medio,1.41,5,1,0,0.0
CL02632,46-60,Moquegua,medio,1.42,9,0,0,0.0
CL02633,36-45,Lima,medio,2.2,4,1,0,0.0
CL02634,46-60,San Martín,medio,3.19,12,3,1,490.03
CL02635,18-25,Junín,alto,4.25,4,1,1,912.72
CL02636,36-45,Junín,bajo,2.59,5,3,1,407.23
CL02637,26-35,San Martín,medio,1.83,2,2,1,1249.47
CL02638,36-45,Lima,medio,1.7,7,3,1,813.63
CL02639,36-45,Lima,medio,3.87,7,2,0,0.0
CL02640,60+,Ica,medio,1.24,3,2,1,447.99
CL02641,36-45,Huancavelica,alto,2.69,6,1,1,863.14
CL02642,36-45,Lima,bajo,3.82,9,4,1,506.64
CL02643,46-60,Arequipa,alto,2.34,8,0,0,0.0
CL02644,26-35,San Martín,alto,1.42,3,4,1,1419.33
CL02645,46-60,Moquegua,medio,3.03,8,4,1,619.41
CL02646,46-60,Callao,medio,2.6,4,4,0,0.0
CL02647,18-25,Loreto,medio,2.97,3,0,1,984.12
CL02648,46-60,Lima,medio,3.08,4,3,0,0.0
CL02649,60+,Cajamarca,alto,3.02,3,1,0,0.0
CL02650,60+,Huancavelica,bajo,2.8,6,3,1,856.09
CL02651,18-25,Lambayeque,bajo,3.18,5,1,0,0.0
CL02652,26-35,Loreto,bajo,3.85,4,2,1,318.0
CL02653,26-35,Lima,medio,1.72,2,4,0,0.0
CL02654,46-60,Lima,bajo,2.23,4,1,0,0.0
CL02655,46-60,Moquegua,alto,3.29,6,4,1,1591.61
CL02656,46-60,Moquegua,medio,2.43,3,2,1,638.71
CL02657,26-35,Lima,alto,1.24,1,1,1,696.35
CL02658,36-45,Pasco,bajo,2.83,5,0,1,649.85
CL02659,60+,Ica,medio,2.01,4,4,1,1259.92
CL02660,36-45,San Martín,bajo,4.62,7,3,1,845.29
CL02661,36-45,Lima,bajo,3.49,4,2,0,0.0
CL02662,26-35,Piura,medio,3.66,7,1,1,306.44
CL02663,36-45,Lima,alto,2.54,3,4,1,650.77
CL02664,18-25,Callao,medio,2.81,6,3,1,1080.88
CL02665,46-60,Lima,medio,2.16,6,1,0,0.0
CL02666,18-25,Junín,medio,1.66,3,4,0,0.0
CL02667,60+,Loreto,bajo,1.59,8,0,1,787.88
CL02668,46-60,Lima,medio,4.64,8,1,0,0.0
CL02669,36-45,Piura,bajo,2.9,4,4,1,635.63
CL02670,60+,Lima,alto,1.18,5,4,0,0.0
CL02671,46-60,Lima,medio,3.46,5,1,1,554.15
CL02672,36-45,Callao,medio,5.12,5,2,1,971.26
CL02673,18-25,Ucayali,medio,0.96,4,4,0,0.0
CL02674,46-60,Piura,bajo,3.1,5,3,0,0.0
CL02675,36-45,Pasco,medio,1.38,3,0,1,538.38
CL02676,18-25,Ica,alto,3.66,4,2,1,1639.47
CL02677,60+,Lima,alto,0.36,5,3,1,1657.03
CL02678,60+,Ayacucho,bajo,2.58,6,3,0,0.0
CL02679,60+,Lima,bajo,2.94,5,2,0,0.0
CL02680,60+,Ayacucho,medio,1.12,6,3,1,819.38
CL02681,26-35,Lima,alto,2.94,8,3,0,0.0
CL02682,46-60,Lima,alto,2.04,4,3,0,0.0
CL02683,46-60,La Libertad,medio,4.22,6,3,1,670.27
CL02684,26-35,Lima,medio,1.08,8,0,1,639.68
CL02685,36-45,San Martín,alto,3.41,5,2,1,547.75
CL02686,36-45,Arequipa,bajo,2.4,4,4,0,0.0
CL02687,60+,Pasco,alto,3.79,4,0,0,0.0
CL02688,18-25,Cajamarca,bajo,3.82,2,2,0,0.0
CL02689,36-45,Áncash,medio,2.25,7,2,1,399.0
CL02690,18-25,Cajamarca,bajo,2.46,4,0,0,0.0
CL02691,46-60,Moquegua,medio,3.41,8,0,1,691.61
CL02692,18-25,La Libertad,alto,3.02,1,1,1,469.56
CL02693,46-60,Puno,medio,2.38,6,3,1,1220.01
CL02694,26-35,Lima,bajo,1.67,2,3,0,0.0
CL02695,26-35,Amazonas,bajo,2.87,4,0,0,0.0
CL02696,60+,Loreto,medio,1.39,10,1,1,359.38
CL02697,36-45,Arequipa,medio,3.15,2,1,0,0.0
CL02698,60+,Pasco,medio,3.61,8,2,1,1289.88
CL02699,46-60,Cajamarca,bajo,1.67,12,0,0,0.0
CL02700,60+,Junín,medio,2.08,8,3,1,938.86
CL02701,18-25,Moquegua,alto,1.87,4,3,0,0.0
CL02702,46-60,Tumbes,medio,3.55,5,0,0,0.0
CL02703,26-35,Junín,medio,2.55,14,0,0,0.0
CL02704,36-45,Piura,alto,2.13,5,2,0,0.0
CL02705,46-60,Callao,medio,3.15,4,1,0,0.0
CL02706,46-60,Pasco,medio,2.02,8,1,1,911.49
CL02707,18-25,Lima,medio,2.3,4,3,1,218.32
CL02708,36-45,Callao,bajo,1.39,8,4,1,703.93
CL02709,26-35,Huánuco,medio,3.34,5,4,0,0.0
CL02710,46-60,Ayacucho,alto,1.41,2,3,0,0.0
CL02711,46-60,La Libertad,bajo,3.93,11,0,1,504.51
CL02712,18-25,Callao,alto,2.74,3,2,1,1787.47
CL02713,60+,Lima,medio,2.34,5,4,1,411.89
CL02714,26-35,Ucayali,medio,2.49,5,4,0,0.0
CL02715,36-45,Amazonas,medio,4.21,9,1,0,0.0
CL02716,46-60,Lima,medio,1.15,4,0,1,576.47
CL02717,46-60,Lima,alto,1.23,1,1,1,1394.01
CL02718,26-35,Tacna,medio,3.46,6,3,1,1290.35
CL02719,60+,Lima,alto,1.58,4,1,1,1909.6
CL02720,46-60,Lima,medio,1.76,4,3,1,325.76
CL02721,26-35,Lima,medio,2.06,5,1,1,635.61
CL02722,18-25,Huancavelica,alto,3.63,5,0,1,889.91
CL02723,60+,Áncash,bajo,3.31,6,1,1,460.47
CL02724,36-45,Lambayeque,medio,2.36,4,1,0,0.0
CL02725,46-60,Áncash,bajo,2.9,3,0,0,0.0
CL02726,26-35,Lima,alto,2.88,8,3,1,1387.44
CL02727,18-25,Huánuco,medio,1.5,5,1,0,0.0
CL02728,36-45,Lima,alto,1.57,7,4,0,0.0
CL02729,26-35,Ayacucho,alto,0.46,6,0,0,0.0
CL02730,26-35,Tacna,bajo,3.99,5,3,0,0.0
CL02731,36-45,San Martín,bajo,1.83,5,4,0,0.0
CL02732,18-25,Callao,medio,2.51,6,2,0,0.0
CL02733,18-25,Ica,medio,3.04,5,3,0,0.0
CL02734,60+,Lima,bajo,1.53,5,1,1,430.85
CL02735,46-60,Arequipa,bajo,1.65,5,0,0,0.0
CL02736,36-45,Junín,medio,1.58,7,0,1,855.61
CL02737,36-45,Huancavelica,bajo,0.0,4,4,0,0.0
CL02738,36-45,Tacna,alto,2.43,4,4,0,0.0
CL02739,18-25,Puno,alto,4.84,7,2,1,477.5
CL02740,46-60,Lima,medio,1.97,5,4,1,1112.0
CL02741,60+,Lima,bajo,2.0,7,4,1,209.48
CL02742,26-35,Tacna,bajo,2.13,10,0,0,0.0
CL02743,26-35,Tacna,medio,2.81,7,3,0,0.0
CL02744,36-45,Ucayali,alto,3.38,3,2,0,0.0
CL02745,46-60,Ayacucho,medio,1.67,6,1,0,0.0
CL02746,18-25,Cajamarca,medio,2.96,3,0,0,0.0
CL02747,46-60,Lima,bajo,2.41,4,4,0,0.0
CL02748,46-60,Lima,medio,2.8,6,1,0,0.0
CL02749,18-25,Amazonas,medio,2.95,4,2,0,0.0
CL02750,36-45,Áncash,bajo,1.53,4,0,1,442.05
CL02751,46-60,San Martín,medio,1.97,3,1,0,0.0
CL02752,26-35,Puno,medio,2.96,5,1,0,0.0
CL02753,18-25,Junín,medio,2.36,6,4,1,1139.92
CL02754,60+,San Martín,medio,3.29,5,1,0,0.0
CL02755,36-45,Lima,alto,2.28,6,1,0,0.0
CL02756,18-25,Pasco,medio,3.51,8,2,0,0.0
CL02757,60+,Lambayeque,medio,0.54,4,1,1,661.74
CL02758,60+,Arequipa,alto,2.82,4,0,1,1596.82
CL02759,46-60,Lambayeque,alto,1.21,6,1,0,0.0
CL02760,46-60,Lima,medio,3.62,4,4,1,1023.17
CL02761,46-60,Lima,bajo,2.35,5,2,0,0.0
CL02762,18-25,Arequipa,alto,2.16,6,2,1,1826.58
CL02763,18-25,Ucayali,bajo,1.67,11,3,1,626.99
CL02764,36-45,Cusco,alto,3.16,3,1,0,0.0
CL02765,46-60,Callao,bajo,3.07,7,4,0,0.0
CL02766,60+,Lima,alto,2.22,5,3,0,0.0
CL02767,26-35,Lima,medio,3.17,4,3,0,0.0
CL02768,36-45,Lima,medio,2.72,5,4,0,0.0
CL02769,18-25,Moquegua,medio,2.59,2,3,0,0.0
CL02770,36-45,Lima,alto,3.28,6,2,0,0.0
CL02771,36-45,Lima,bajo,4.31,3,4,1,399.91
CL02772,36-45,Madre de Dios,bajo,2.78,10,3,0,0.0
CL02773,36-45,Amazonas,bajo,2.78,6,2,0,0.0
CL02774,26-35,Lima,alto,3.42,5,3,1,1861.62
CL02775,46-60,San Martín,medio,1.55,1,0,1,176.53
CL02776,60+,Amazonas,medio,2.32,9,3,0,0.0
CL02777,36-45,La Libertad,medio,2.11,3,3,1,432.3
CL02778,36-45,Tacna,alto,2.8,4,4,0,0.0
CL02779,36-45,Junín,medio,2.72,6,0,0,0.0
CL02780,46-60,Lima,medio,4.26,5,2,0,0.0
CL02781,18-25,Ucayali,medio,4.0,2,4,1,874.89
CL02782,18-25,Callao,medio,0.99,8,2,1,1027.6
CL02783,26-35,Apurímac,bajo,2.86,6,2,1,431.35
CL02784,18-25,Puno,bajo,3.21,3,0,0,0.0
CL02785,36-45,Puno,bajo,2.58,4,2,1,142.99
CL02786,36-45,Lima,medio,1.98,3,2,0,0.0
CL02787,36-45,Lima,medio,3.88,5,2,0,0.0
CL02788,26-35,Piura,medio,2.83,4,1,1,190.13
CL02789,36-45,Madre de Dios,alto,1.46,8,1,1,1506.55
CL02790,18-25,Huancavelica,medio,3.48,5,1,1,642.0
CL02791,46-60,Amazonas,medio,2.97,5,3,0,0.0
CL02792,46-60,Lima,medio,1.86,5,2,1,600.3
CL02793,60+,Puno,bajo,1.74,6,4,1,730.92
CL02794,18-25,San Martín,medio,1.7,3,3,0,0.0
CL02795,36-45,Tumbes,alto,3.68,2,4,1,572.98
CL02796,46-60,San Martín,bajo,3.09,4,1,0,0.0
CL02797,18-25,Lima,medio,3.46,7,2,1,703.48
CL02798,46-60,Lima,bajo,2.7,3,3,0,0.0
CL02799,36-45,Moquegua,medio,1.82,5,1,0,0.0
CL02800,46-60,Madre de Dios,medio,1.71,4,0,0,0.0
CL02801,60+,Lima,alto,3.57,6,0,1,764.69
CL02802,60+,Apurímac,medio,2.95,5,1,1,627.64
CL02803,46-60,Tacna,medio,2.23,6,2,1,673.58
CL02804,18-25,Lima,alto,2.52,6,3,1,593.69
CL02805,18-25,Junín,medio,3.5,5,0,1,287.05
CL02806,18-25,Lima,medio,3.06,4,0,0,0.0
CL02807,46-60,Lima,medio,2.41,3,3,1,203.52
CL02808,18-25,Callao,alto,2.45,6,4,1,1945.78
CL02809,36-45,Piura,medio,1.91,6,0,1,1156.76
CL02810,60+,Huánuco,alto,2.52,0,2,0,0.0
CL02811,36-45,Cajamarca,bajo,2.21,3,1,1,365.61
CL02812,18-25,Lambayeque,medio,2.45,5,3,1,169.71
CL02813,36-45,Madre de Dios,medio,1.96,3,1,0,0.0
CL02814,18-25,Tumbes,medio,1.16,2,2,0,0.0
CL02815,46-60,Pasco,medio,3.45,5,2,1,652.12
CL02816,36-45,Tumbes,bajo,3.07,7,1,0,0.0
CL02817,46-60,Ayacucho,bajo,2.23,7,2,0,0.0
CL02818,46-60,Apurímac,medio,2.18,4,1,0,0.0
CL02819,26-35,Lima,alto,1.11,3,3,1,1999.04
CL02820,18-25,Huánuco,alto,3.57,8,3,1,1086.48
CL02821,60+,Piura,bajo,3.75,5,0,0,0.0
CL02822,18-25,Lima,alto,2.41,5,3,1,1988.02
CL02823,60+,Ucayali,bajo,2.83,6,1,1,690.68
CL02824,18-25,Huancavelica,medio,1.51,7,4,0,0.0
CL02825,46-60,Lima,bajo,2.59,4,1,1,433.31
CL02826,36-45,Lima,alto,1.81,6,3,0,0.0
CL02827,36-45,Cusco,medio,1.82,4,2,1,254.34
CL02828,26-35,Lima,medio,2.21,6,1,1,966.56
CL02829,60+,Lima,medio,2.08,2,2,0,0.0
CL02830,60+,Lima,bajo,2.37,5,4,1,754.99
CL02831,60+,Junín,medio,3.56,3,3,0,0.0
CL02832,46-60,Amazonas,medio,0.39,3,4,0,0.0
CL02833,60+,Lima,bajo,1.97,3,1,0,0.0
CL02834,36-45,Ica,alto,3.13,8,3,1,388.11
CL02835,46-60,Amazonas,medio,2.69,4,2,1,1042.13
CL02836,18-25,Huánuco,bajo,1.72,11,4,0,0.0
CL02837,60+,Huancavelica,bajo,4.61,5,0,0,0.0
CL02838,60+,La Libertad,bajo,5.2,3,1,0,0.0
CL02839,18-25,Ayacucho,medio,2.48,7,3,0,0.0
CL02840,60+,Lima,medio,1.51,7,4,1,138.52
CL02841,18-25,Loreto,bajo,2.25,2,1,0,0.0
CL02842,46-60,Lima,medio,1.37,9,2,0,0.0
CL02843,36-45,Pasco,medio,2.9,3,0,0,0.0
CL02844,18-25,Lima,medio,3.08,9,2,0,0.0
CL02845,26-35,Lima,alto,3.49,4,4,0,0.0
CL02846,18-25,Pasco,bajo,2.9,2,3,1,166.87
CL02847,60+,Lambayeque,medio,2.73,6,0,0,0.0
CL02848,46-60,Loreto,medio,1.49,3,1,0,0.0
CL02849,46-60,Lambayeque,bajo,1.28,6,1,0,0.0
CL02850,18-25,Lambayeque,bajo,0.48,8,0,0,0.0
CL02851,36-45,Moquegua,medio,2.58,3,4,0,0.0
CL02852,26-35,Cajamarca,alto,3.36,6,3,1,1713.12
CL02853,46-60,Ica,medio,3.65,7,2,1,766.88
CL02854,60+,Cusco,medio,3.34,3,3,0,0.0
CL02855,60+,Junín,medio,2.13,1,0,1,828.62
CL02856,36-45,Cusco,medio,4.36,6,4,1,1115.81
CL02857,46-60,Lima,bajo,1.55,5,3,0,0.0
